"Active","ServerName","DatabaseName","FilePath","CreateSchema","ObjectType","SchemaAuth","SchemaName","ObjectName","ParentObjectName","DropTruncateIfExists","Variables","FileName"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","dwoty","C:\APS2SQLDW\Output\3_FixSqlCode\ne_analytics_data_mart_prod\SPs","1","SP","dbo","Mart_AnalyticsBase","operation_CTAS_LoopThroughDropTables","","DROP","","AnalyticsBase_operation_CTAS_LoopThroughDropTables.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","dwoty","C:\APS2SQLDW\Output\3_FixSqlCode\ne_analytics_data_mart_prod\SPs","1","SP","dbo","Mart_Analytics","CreateTable_BookingPriceComponent","","DROP","","Analytics_CreateTable_BookingPriceComponent.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","dwoty","C:\APS2SQLDW\Output\3_FixSqlCode\ne_analytics_data_mart_prod\SPs","1","SP","dbo","Mart_Analytics","CreateTable_BookingSupplementsDetailLevel1","","DROP","","Analytics_CreateTable_BookingSupplementsDetailLevel1.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","dwoty","C:\APS2SQLDW\Output\3_FixSqlCode\ne_analytics_data_mart_prod\SPs","1","SP","dbo","Mart_Analytics","CreateTable_BookingSupplementsDetailLevel2","","DROP","","Analytics_CreateTable_BookingSupplementsDetailLevel2.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","dwoty","C:\APS2SQLDW\Output\3_FixSqlCode\ne_analytics_data_mart_prod\SPs","1","SP","dbo","Mart_Analytics","CreateTable_BookingSupplementsOverview","","DROP","","Analytics_CreateTable_BookingSupplementsOverview.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","dwoty","C:\APS2SQLDW\Output\3_FixSqlCode\ne_analytics_data_mart_prod\SPs","1","SP","dbo","Mart_Analytics","CreateTable_OperationalYield_Bookings_CB1SEK","","DROP","","Analytics_CreateTable_OperationalYield_Bookings_CB1SEK.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","dwoty","C:\APS2SQLDW\Output\3_FixSqlCode\ne_analytics_data_mart_prod\SPs","1","SP","dbo","Mart_Analytics","CreateTable_OperationalYield_Bookings_CB1SEK_History","","DROP","","Analytics_CreateTable_OperationalYield_Bookings_CB1SEK_History.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","dwoty","C:\APS2SQLDW\Output\3_FixSqlCode\ne_analytics_data_mart_prod\SPs","1","SP","dbo","Mart_Analytics","CreateTable_OperationalYield_FlightCapacityBookings","","DROP","","Analytics_CreateTable_OperationalYield_FlightCapacityBookings.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","dwoty","C:\APS2SQLDW\Output\3_FixSqlCode\ne_analytics_data_mart_prod\SPs","1","SP","dbo","Mart_Analytics","CreateTable_OperationalYield_HotelCapacityBookings","","DROP","","Analytics_CreateTable_OperationalYield_HotelCapacityBookings.dsql"
"1","synapse-demo-amirskiy.sql.azuresynapse.net","dwoty","C:\APS2SQLDW\Output\3_FixSqlCode\ne_analytics_data_mart_prod\SPs","1","SP","dbo","Mart_Analytics","CreateTable_Region","","DROP","","Analytics_CreateTable_Region.dsql"
