Active,SourceSystem,RunFor,DB,CommandType,VersionFrom,VersionTo,ExportFileName,ScriptName
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,object_counts,\SQL Server\1. Object Counts.sql
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,assemblies,\SQL Server\10. Assemblies.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,inm_emory_obj,\SQL Server\11. In Memory Objects.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,partition_tbl,\SQL Server\12. Partitioned Tables.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,service_broker,\SQL Server\14. Service Broker Queues.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,encrypted_columns,\SQL Server\15. Encrypted Columns.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,masked_columns,\SQL Server\16. Masked Columns.sql
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,stored_procs,\SQL Server\17. Stored Proc Row Counts.sql
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,replication_status,\SQL Server\18. Replication Status.sql
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,files_filegroups,\SQL Server\19. Files and Filegroups.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,space_used,\SQL Server\2. Spaced Used.sql
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,external_data_stores,\SQL Server\20. External Data Stores.sql
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,availability_groups,\SQL Server\21. Availability Groups.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,change_tracking,\SQL Server\22. Change Tracking.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,cehck_constraints,\SQL Server\23. Check Constraints.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,computed_columns,\SQL Server\24. Computed Columns.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,index_types,\SQL Server\25. Index Types.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,xml_indexes,\SQL Server\26. XML Indexes.sql
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,config_setting,\SQL Server\27. Configuration Settings.sql
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,host_setting,\SQL Server\28. Host Operating System.sql
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,resources,\SQL Server\29. Available Resources.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,table_row_counts,\SQL Server\3. Table Row Counts.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,temporal_tables,\SQL Server\30. Temporal Tables.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,data_types,\SQL Server\4. Data Types.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,schemas,\SQL Server\5. Schemas.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,database_information,\SQL Server\6. Database Information.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,users,\SQL Server\7. Users.sql
1,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,remote_logins,\SQL Server\8. Remote Logins.sql
1,SQLSERVER,DB,ALL,SQL,1.0.0.0,99.0.0.0,full_text_indexes,\SQL Server\9. Fulltext Indexes.sql
0,SQLSERVER,Server,ALL,SQL,1.0.0.0,99.0.0.0,assessment_scripts,\SQL Server\SQL Server Assessment Scripts.sql
