"Database","Active","DatabaseName","SchemaName","OutputFolderPath","FileName","ObjectName","ObjectsToScript"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_AccountDescription","dbo.DimAccount.stat_cso_DimAccount_AccountDescription","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_AccountKey","dbo.DimAccount.stat_cso_DimAccount_AccountKey","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_AccountLabel","dbo.DimAccount.stat_cso_DimAccount_AccountLabel","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_AccountName","dbo.DimAccount.stat_cso_DimAccount_AccountName","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_AccountType","dbo.DimAccount.stat_cso_DimAccount_AccountType","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_CustomMemberOptions","dbo.DimAccount.stat_cso_DimAccount_CustomMemberOptions","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_CustomMembers","dbo.DimAccount.stat_cso_DimAccount_CustomMembers","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_ETLLoadID","dbo.DimAccount.stat_cso_DimAccount_ETLLoadID","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_LoadDate","dbo.DimAccount.stat_cso_DimAccount_LoadDate","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_Operator","dbo.DimAccount.stat_cso_DimAccount_Operator","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_ParentAccountKey","dbo.DimAccount.stat_cso_DimAccount_ParentAccountKey","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_UpdateDate","dbo.DimAccount.stat_cso_DimAccount_UpdateDate","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimAccount_stat_cso_DimAccount_ValueType","dbo.DimAccount.stat_cso_DimAccount_ValueType","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimChannel_stat_cso_DimChannel_ChannelDescription","dbo.DimChannel.stat_cso_DimChannel_ChannelDescription","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimChannel_stat_cso_DimChannel_ChannelKey","dbo.DimChannel.stat_cso_DimChannel_ChannelKey","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimChannel_stat_cso_DimChannel_ChannelLabel","dbo.DimChannel.stat_cso_DimChannel_ChannelLabel","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimChannel_stat_cso_DimChannel_ChannelName","dbo.DimChannel.stat_cso_DimChannel_ChannelName","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimChannel_stat_cso_DimChannel_ETLLoadID","dbo.DimChannel.stat_cso_DimChannel_ETLLoadID","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimChannel_stat_cso_DimChannel_LoadDate","dbo.DimChannel.stat_cso_DimChannel_LoadDate","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimChannel_stat_cso_DimChannel_UpdateDate","dbo.DimChannel.stat_cso_DimChannel_UpdateDate","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCurrency_stat_cso_DimCurrency_CurrencyDescription","dbo.DimCurrency.stat_cso_DimCurrency_CurrencyDescription","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCurrency_stat_cso_DimCurrency_CurrencyKey","dbo.DimCurrency.stat_cso_DimCurrency_CurrencyKey","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCurrency_stat_cso_DimCurrency_CurrencyLabel","dbo.DimCurrency.stat_cso_DimCurrency_CurrencyLabel","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCurrency_stat_cso_DimCurrency_CurrencyName","dbo.DimCurrency.stat_cso_DimCurrency_CurrencyName","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCurrency_stat_cso_DimCurrency_ETLLoadID","dbo.DimCurrency.stat_cso_DimCurrency_ETLLoadID","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCurrency_stat_cso_DimCurrency_LoadDate","dbo.DimCurrency.stat_cso_DimCurrency_LoadDate","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCurrency_stat_cso_DimCurrency_UpdateDate","dbo.DimCurrency.stat_cso_DimCurrency_UpdateDate","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_AddressLine1","dbo.DimCustomer.stat_cso_DimCustomer_AddressLine1","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_AddressLine2","dbo.DimCustomer.stat_cso_DimCustomer_AddressLine2","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_BirthDate","dbo.DimCustomer.stat_cso_DimCustomer_BirthDate","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_CompanyName","dbo.DimCustomer.stat_cso_DimCustomer_CompanyName","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_CustomerKey","dbo.DimCustomer.stat_cso_DimCustomer_CustomerKey","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_CustomerLabel","dbo.DimCustomer.stat_cso_DimCustomer_CustomerLabel","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_CustomerType","dbo.DimCustomer.stat_cso_DimCustomer_CustomerType","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_DateFirstPurchase","dbo.DimCustomer.stat_cso_DimCustomer_DateFirstPurchase","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_Education","dbo.DimCustomer.stat_cso_DimCustomer_Education","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_EmailAddress","dbo.DimCustomer.stat_cso_DimCustomer_EmailAddress","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_ETLLoadID","dbo.DimCustomer.stat_cso_DimCustomer_ETLLoadID","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_FirstName","dbo.DimCustomer.stat_cso_DimCustomer_FirstName","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_Gender","dbo.DimCustomer.stat_cso_DimCustomer_Gender","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_GeographyKey","dbo.DimCustomer.stat_cso_DimCustomer_GeographyKey","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_HouseOwnerFlag","dbo.DimCustomer.stat_cso_DimCustomer_HouseOwnerFlag","STAT"
"ContosoDW","1","ContosoDW","dbo","\ContosoDW\Statistics\","dbo_DimCustomer_stat_cso_DimCustomer_LastName","dbo.DimCustomer.stat_cso_DimCustomer_LastName","STAT"
