Active,SourceSystem,RunFor,DB,CommandType,VersionFrom,VersionTo,ExportFileName,ScriptName
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,ObjectCount,\Synapse\ObjectCount_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,TableMetadata,\Synapse\TableMetadata_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,Version,\Synapse\Version_V1.sql
1,Synapse,Table,ALL,DBCC,1.0.0.0,99.0.0.0,ShowSpaceUsed,\Synapse\PDW_ShowSpaceUsed_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,CCI_Index_Health,\Synapse\CCI_Index_Health_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,CCI_Index_Health_Summary,\Synapse\CCI_Index_Health_Summary_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,CCI_Index_Trim_Reason,\Synapse\CCI_Index_Trim_Reason_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,Auto_Stats_Setting,\Synapse\Auto_Stats_Setting_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,Statistats_last_updated,\Synapse\Statistats_last_updated_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,Exec_Requests,\Synapse\Exec_Requests_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,Exec_Request_Steps,\Synapse\Exec_Request_Steps_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,DMS_Workers,\Synapse\DMS_Workers_V1.sql
1,Synapse,TABLE,ALL,SQL,1.0.0.0,99.0.0.0,Exec_SpaceUsedTable,\Synapse\Exec_SpaceUsedTable_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,Exec_SpaceUsedDB,\Synapse\Exec_SpaceUsedDB_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,DMS_SQL_Requests,\Synapse\DMS_SQL_Requests_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,DMS_Resource_Waits,\Synapse\DMS_Resource_Waits_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,DMS_PDW_Waits,\Synapse\DMS_PDW_Waits_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,DMS_PDW_Wait_Stats,\Synapse\DMS_PDW_Wait_Stats_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,dm_workload_management_workload_groups_stats,\Synapse\dm_workload_management_workload_groups_stats_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,TablesToScript,\Synapse\TablesToScript_V2.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,ViewsToScript,\Synapse\ViewsToScript_V2.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,SPsToScript,\Synapse\SPsToScript_V2.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,IndexesToScript,\Synapse\IndexesToScript_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,FunctionsToScript,\Synapse\FunctionsToScript_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,StatisticsToScript,\Synapse\StatisticsToScript_V1.sql
1,Synapse,DB,ALL,SQL,1.0.0.0,99.0.0.0,UsersToScript,\Synapse\UsersToScript_V1.sql
