"Active","DatabaseName","OutputFolderPath","FileName","SourceSchemaName","SourceObjectName","DestSchemaName","DestObjectName","DataSource","FileFormat","ExportLocation","InsertFilePath","CopyFilePath","ImportSchema","StorageAccountName","ContainerName"
"1","AdventureWorksDW1","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ExportAPS\AdventureWorksDW1\","dbo_AdventureWorksDWBuildVersion","dbo","AdventureWorksDWBuildVersion","EXT_aw1","AdventureWorksDWBuildVersion","AZURE_BLOB_STORAGE","DelimitedNoDateZIP","/AdventureWorksDW1/dbo_AdventureWorksDWBuildVersion","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ImportSynapse\AdventureWorksDW1\","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\CopySynapse\AdventureWorksDW1\","aw1","apsmigrationstaging","aps-polybase"
"1","AdventureWorksDW1","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ExportAPS\AdventureWorksDW1\","dbo_DatabaseLog","dbo","DatabaseLog","EXT_aw1","DatabaseLog","AZURE_BLOB_STORAGE","DelimitedNoDateZIP","/AdventureWorksDW1/dbo_DatabaseLog","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ImportSynapse\AdventureWorksDW1\","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\CopySynapse\AdventureWorksDW1\","aw1","apsmigrationstaging","aps-polybase"
"1","AdventureWorksDW1","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ExportAPS\AdventureWorksDW1\","dbo_DimAccount","dbo","DimAccount","EXT_aw1","DimAccount","AZURE_BLOB_STORAGE","DelimitedNoDateZIP","/AdventureWorksDW1/dbo_DimAccount","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ImportSynapse\AdventureWorksDW1\","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\CopySynapse\AdventureWorksDW1\","aw1","apsmigrationstaging","aps-polybase"
"1","AdventureWorksDW1","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ExportAPS\AdventureWorksDW1\","dbo_DimCurrency","dbo","DimCurrency","EXT_aw1","DimCurrency","AZURE_BLOB_STORAGE","DelimitedNoDateZIP","/AdventureWorksDW1/dbo_DimCurrency","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ImportSynapse\AdventureWorksDW1\","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\CopySynapse\AdventureWorksDW1\","aw1","apsmigrationstaging","aps-polybase"
"1","AdventureWorksDW1","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ExportAPS\AdventureWorksDW1\","dbo_DimCustomer","dbo","DimCustomer","EXT_aw1","DimCustomer","AZURE_BLOB_STORAGE","DelimitedNoDateZIP","/AdventureWorksDW1/dbo_DimCustomer","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ImportSynapse\AdventureWorksDW1\","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\CopySynapse\AdventureWorksDW1\","aw1","apsmigrationstaging","aps-polybase"
"1","AdventureWorksDW1","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ExportAPS\AdventureWorksDW1\","dbo_DimDate","dbo","DimDate","EXT_aw1","DimDate","AZURE_BLOB_STORAGE","DelimitedNoDateZIP","/AdventureWorksDW1/dbo_DimDate","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ImportSynapse\AdventureWorksDW1\","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\CopySynapse\AdventureWorksDW1\","aw1","apsmigrationstaging","aps-polybase"
"1","AdventureWorksDW1","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ExportAPS\AdventureWorksDW1\","dbo_DimDepartmentGroup","dbo","DimDepartmentGroup","EXT_aw1","DimDepartmentGroup","AZURE_BLOB_STORAGE","DelimitedNoDateZIP","/AdventureWorksDW1/dbo_DimDepartmentGroup","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ImportSynapse\AdventureWorksDW1\","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\CopySynapse\AdventureWorksDW1\","aw1","apsmigrationstaging","aps-polybase"
"1","AdventureWorksDW1","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ExportAPS\AdventureWorksDW1\","dbo_DimEmployee","dbo","DimEmployee","EXT_aw1","DimEmployee","AZURE_BLOB_STORAGE","DelimitedNoDateZIP","/AdventureWorksDW1/dbo_DimEmployee","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ImportSynapse\AdventureWorksDW1\","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\CopySynapse\AdventureWorksDW1\","aw1","apsmigrationstaging","aps-polybase"
"1","AdventureWorksDW1","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ExportAPS\AdventureWorksDW1\","dbo_DimGeography","dbo","DimGeography","EXT_aw1","DimGeography","AZURE_BLOB_STORAGE","DelimitedNoDateZIP","/AdventureWorksDW1/dbo_DimGeography","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ImportSynapse\AdventureWorksDW1\","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\CopySynapse\AdventureWorksDW1\","aw1","apsmigrationstaging","aps-polybase"
"1","AdventureWorksDW1","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ExportAPS\AdventureWorksDW1\","dbo_DimOrganization","dbo","DimOrganization","EXT_aw1","DimOrganization","AZURE_BLOB_STORAGE","DelimitedNoDateZIP","/AdventureWorksDW1/dbo_DimOrganization","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\ImportSynapse\AdventureWorksDW1\","C:\AzureSynapseScriptsAndAccelerators\Migration\APS\Output\3_CreateAPSExportScriptSynapseImportScript\CopySynapse\AdventureWorksDW1\","aw1","apsmigrationstaging","aps-polybase"
